Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-10-20 00:00:00+05:30,2467.6884941038934,2490.7496784406985,2433.464052684715,2443.354248046875,3608160,0.0,0.0
2023-10-23 00:00:00+05:30,2442.228324913177,2457.8471791765833,2428.861773936351,2431.9462890625,922707,0.0,0.0
2023-10-25 00:00:00+05:30,2423.671706639318,2438.3113191546563,2413.830281813746,2425.875,1435836,0.0,0.0
2023-10-26 00:00:00+05:30,2409.913428267274,2438.311432907563,2404.6743904028535,2424.99365234375,2650560,0.0,0.0
2023-10-27 00:00:00+05:30,2416.082555334092,2443.2074965595257,2412.7042200371425,2430.5263671875,1784812,0.0,0.0
2023-10-30 00:00:00+05:30,2419.7057381962254,2440.269809625655,2411.284165696073,2427.441650390625,875135,0.0,0.0
2023-10-31 00:00:00+05:30,2418.9224538130748,2440.269967636624,2416.5723696980212,2432.43603515625,920414,0.0,0.0
2023-11-01 00:00:00+05:30,2433.4150160531904,2442.1791792622785,2415.5928693839446,2420.9296875,1267131,0.0,0.0
2023-11-02 00:00:00+05:30,2441.398240102306,2462.1131342607496,2429.8571329506703,2453.0380859375,1595123,18.0,0.0
2023-11-03 00:00:00+05:30,2463.0994178959722,2478.3889817635686,2452.051523137499,2475.18310546875,1125583,0.0,0.0
2023-11-06 00:00:00+05:30,2480.8550460195415,2483.5677105827835,2457.279621236692,2463.493896484375,1338677,0.0,0.0
2023-11-07 00:00:00+05:30,2462.113042358294,2471.1880903428028,2451.5089897920475,2462.556884765625,1473411,0.0,0.0
2023-11-08 00:00:00+05:30,2464.0857592668,2490.719192213239,2463.7897840688547,2485.14599609375,745022,0.0,0.0
2023-11-09 00:00:00+05:30,2485.8365047725556,2487.7599823669093,2439.474601849778,2443.074951171875,1823094,0.0,0.0
2023-11-10 00:00:00+05:30,2443.3708677220384,2454.8134759884947,2431.879130944273,2452.791259765625,771062,0.0,0.0
2023-11-13 00:00:00+05:30,2443.568316906782,2453.4325521928795,2437.452539194613,2444.50537109375,760809,0.0,0.0
2023-11-15 00:00:00+05:30,2467.932874899593,2469.067406427845,2442.384602408375,2452.643310546875,1457029,0.0,0.0
2023-11-16 00:00:00+05:30,2446.5275153334533,2471.780053251473,2441.743505856432,2457.378173828125,1420578,0.0,0.0
2023-11-17 00:00:00+05:30,2431.5339065154208,2499.103915682279,2431.5339065154208,2494.4677734375,1756043,0.0,0.0
2023-11-20 00:00:00+05:30,2500.041000680546,2500.090370020939,2466.0587591447415,2472.421142578125,944231,0.0,0.0
2023-11-21 00:00:00+05:30,2470.9906988293333,2482.82778002133,2464.0857348006684,2471.2373046875,1088806,0.0,0.0
2023-11-22 00:00:00+05:30,2473.7035804856714,2489.979568553865,2470.0044922883544,2487.661376953125,816610,0.0,0.0
2023-11-23 00:00:00+05:30,2472.174522803573,2493.4319973531005,2472.174522803573,2485.6884765625,1023670,0.0,0.0
2023-11-24 00:00:00+05:30,2480.953992374002,2485.5901349413266,2473.4077076434887,2481.052490234375,735137,0.0,0.0
2023-11-28 00:00:00+05:30,2497.3777062917984,2497.3777062917984,2466.058760039299,2476.465576171875,1880641,0.0,0.0
2023-11-29 00:00:00+05:30,2477.8959235125,2494.319779063638,2474.048968050846,2490.768798828125,1265214,0.0,0.0
2023-11-30 00:00:00+05:30,2481.98948208139,2519.8189209915854,2481.98948208139,2510.990478515625,3095684,0.0,0.0
2023-12-01 00:00:00+05:30,2512.9138393975263,2546.8960804441895,2507.4885102055005,2528.844482421875,1345599,0.0,0.0
2023-12-04 00:00:00+05:30,2542.0134075165065,2572.987009671152,2540.040560479241,2566.969970703125,2188039,0.0,0.0
2023-12-05 00:00:00+05:30,2601.1986818454047,2601.1986818454047,2521.594356243103,2528.449951171875,3108717,0.0,0.0
2023-12-06 00:00:00+05:30,2535.1084748315457,2548.6224290418954,2528.2035101141055,2532.790283203125,1573754,0.0,0.0
2023-12-07 00:00:00+05:30,2516.465144195848,2525.0469806750766,2464.6779092725073,2484.06103515625,3925967,0.0,0.0
2023-12-08 00:00:00+05:30,2484.8006626632496,2499.547645028735,2474.245979946958,2488.055908203125,1605805,0.0,0.0
2023-12-11 00:00:00+05:30,2488.055877096601,2495.6019200403916,2465.072162906694,2469.658935546875,2012243,0.0,0.0
2023-12-12 00:00:00+05:30,2466.0588196733593,2483.8144431750075,2463.0995490897512,2468.771484375,1677929,0.0,0.0
2023-12-13 00:00:00+05:30,2473.802296584835,2482.5320001551772,2464.135298018886,2477.797119140625,1513205,0.0,0.0
2023-12-14 00:00:00+05:30,2487.1188848735087,2490.5219976421154,2467.242307677489,2482.186767578125,2166569,0.0,0.0
2023-12-15 00:00:00+05:30,2485.787417172273,2497.6245001111884,2472.9639106551144,2488.64794921875,2543337,0.0,0.0
2023-12-18 00:00:00+05:30,2485.9352065146827,2509.954716222993,2480.855221576273,2501.076904296875,1969036,0.0,0.0
2023-12-19 00:00:00+05:30,2500.6331459434073,2532.099961831328,2500.583776599168,2525.934814453125,1656220,0.0,0.0
2023-12-20 00:00:00+05:30,2538.018270930167,2538.018270930167,2512.420629524835,2522.778076171875,1468642,0.0,0.0
2023-12-21 00:00:00+05:30,2507.7350880295644,2544.972574340162,2501.5699412893996,2518.536376953125,1945695,0.0,0.0
2023-12-22 00:00:00+05:30,2524.4548352063675,2544.7258851898328,2512.2232808045974,2540.63232421875,1174984,0.0,0.0
2023-12-26 00:00:00+05:30,2540.6325242127127,2556.464429108752,2532.1985549190676,2549.658203125,893776,0.0,0.0
2023-12-27 00:00:00+05:30,2550.8911358225137,2576.5381464688344,2545.860279711471,2572.888427734375,1073278,0.0,0.0
2023-12-28 00:00:00+05:30,2578.3631358663124,2604.1580138013883,2571.4581714357787,2598.042236328125,1635216,0.0,0.0
2023-12-29 00:00:00+05:30,2598.042144005217,2630.890093222696,2585.6624814794686,2627.78271484375,1305681,0.0,0.0
2024-01-01 00:00:00+05:30,2627.684313773615,2633.158771489791,2602.185170191696,2618.707763671875,526353,0.0,0.0
2024-01-02 00:00:00+05:30,2612.049355298953,2617.9185267953862,2571.6059929246107,2578.313720703125,1310629,0.0,0.0
2024-01-03 00:00:00+05:30,2563.714807544732,2592.913040967625,2560.3116944609915,2571.162353515625,1008270,0.0,0.0
2024-01-04 00:00:00+05:30,2571.162223931766,2587.3888423531785,2552.9133891686956,2557.352294921875,1376844,0.0,0.0
2024-01-05 00:00:00+05:30,2559.7688046423104,2594.1948860699,2559.7688046423104,2584.478759765625,1150738,0.0,0.0
2024-01-08 00:00:00+05:30,2589.312266251933,2590.3480590713784,2531.6558619979787,2543.246337890625,1189828,0.0,0.0
2024-01-09 00:00:00+05:30,2547.4881082383313,2553.850491773367,2536.637449524733,2544.72607421875,1017205,0.0,0.0
2024-01-10 00:00:00+05:30,2544.9725121554075,2559.0784157174453,2530.1761603405503,2542.40771484375,881278,0.0,0.0
2024-01-11 00:00:00+05:30,2544.972733201614,2553.85054506162,2497.476536081008,2501.767333984375,2399600,0.0,0.0
2024-01-12 00:00:00+05:30,2499.1039788588037,2520.312084461908,2477.7480060586577,2509.46142578125,2979841,0.0,0.0
2024-01-15 00:00:00+05:30,2511.4342216432965,2543.739591147938,2496.6378691984223,2538.264892578125,1391204,0.0,0.0
2024-01-16 00:00:00+05:30,2538.2648949681106,2549.5102673324327,2521.6438035350147,2534.220703125,1599406,0.0,0.0
2024-01-17 00:00:00+05:30,2514.3935457671523,2536.4402077107147,2505.2691282315127,2528.104736328125,3047652,0.0,0.0
2024-01-18 00:00:00+05:30,2535.108544845222,2535.108544845222,2503.09914854342,2513.4072265625,1273095,0.0,0.0
2024-01-19 00:00:00+05:30,2530.176327703843,2539.0047700388072,2497.6243515579454,2530.57080078125,1323064,0.0,0.0
2024-01-23 00:00:00+05:30,2417.723943046496,2446.823435629063,2333.3353663918433,2343.29833984375,4369332,0.0,0.0
2024-01-24 00:00:00+05:30,2355.5794491709726,2412.693276670949,2335.0124217202733,2408.5009765625,1551469,0.0,0.0
2024-01-25 00:00:00+05:30,2421.4722517959567,2434.492992732888,2387.341905243277,2395.33203125,2364765,0.0,0.0
2024-01-29 00:00:00+05:30,2377.2807493451533,2415.7512676955516,2377.2807493451533,2411.213623046875,1587091,0.0,0.0
2024-01-30 00:00:00+05:30,2420.683246629059,2460.68276734961,2414.0742574053465,2425.27001953125,1793711,0.0,0.0
2024-01-31 00:00:00+05:30,2416.7374232236753,2452.149928319274,2408.599429859759,2447.859130859375,1445004,0.0,0.0
2024-02-01 00:00:00+05:30,2441.49672498697,2477.4518108020197,2434.8383668424785,2440.01708984375,1727534,0.0,0.0
2024-02-02 00:00:00+05:30,2443.371128475938,2453.1366252710327,2408.8463042948083,2419.302490234375,1956115,0.0,0.0
2024-02-05 00:00:00+05:30,2430.547456215127,2431.2872738255824,2379.993252834029,2386.651611328125,1315445,0.0,0.0
2024-02-06 00:00:00+05:30,2392.0275540476378,2408.2050435096717,2385.221328410481,2393.40869140625,1557511,0.0,0.0
2024-02-07 00:00:00+05:30,2406.774768493604,2406.774768493604,2378.8098048217935,2392.52099609375,1149076,0.0,0.0
2024-02-08 00:00:00+05:30,2408.6488438253523,2408.6488438253523,2366.429871729333,2384.23486328125,1758661,0.0,0.0
2024-02-09 00:00:00+05:30,2384.2350627603732,2395.4801947729234,2373.4337731750975,2391.238525390625,886474,0.0,0.0
2024-02-12 00:00:00+05:30,2391.1891603056683,2396.8610950929533,2349.660637097915,2353.260986328125,1292460,0.0,0.0
2024-02-13 00:00:00+05:30,2357.55235256109,2368.3536425802045,2347.786855464591,2361.498046875,957865,0.0,0.0
2024-02-14 00:00:00+05:30,2352.62012803747,2361.4979398413852,2337.823775030945,2355.530029296875,1397975,0.0,0.0
2024-02-15 00:00:00+05:30,2336.196249561852,2352.3241296847646,2314.8894051115153,2318.933837890625,2553695,0.0,0.0
2024-02-16 00:00:00+05:30,2337.774348639649,2349.6608000967003,2325.5921627905304,2343.00244140625,2363302,0.0,0.0
2024-02-19 00:00:00+05:30,2357.0589141732376,2362.4348739939014,2341.572113645197,2354.74072265625,576683,0.0,0.0
2024-02-20 00:00:00+05:30,2337.9225370175886,2375.7517354190254,2336.0481877891116,2371.4609375,1032995,0.0,0.0
2024-02-21 00:00:00+05:30,2371.460895437313,2389.9069672102482,2361.5966601762716,2374.420166015625,1127778,0.0,0.0
2024-02-22 00:00:00+05:30,2387.44076599648,2387.44076599648,2333.631317691745,2355.677978515625,2258516,0.0,0.0
